binary_user_id,platform,spend,predicted_clv_30,predicted_clv_90,will_deposit
8170129,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8274112,bing,354.58000000000004,89.0,121.81,0
8196160,verizonmedia,5.9297682034468089,89.0,121.81,0
8268645,verizonmedia,57.291986234999996,77.3809402824,100.0,0
8212364,verizonmedia,5.9297682034468089,77.3809402824,100.0,0
8231922,tradingviewdotcom,20.726153846153849,44.0,62.6597204,0
8224008,adroll,5.3058966071428566,38.760000000000005,63.213449021935006,0
8228006,adroll,10.154415357142858,77.3809402824,100.0,0
8184008,verizonmedia,35.99644476666667,89.0,121.81,0
8195846,verizonmedia,5.9297682034468089,77.3809402824,100.0,0
8187202,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8275644,bing,36.918461538461536,66.0,91.888717134,0
8256113,verizonmedia,3.5837942,50.0,80.0,0
8267014,fb,6.65,45.679999999999993,66.0,0
8239846,verizonmedia,6.1138797184374996,104.0,149.0,0
8167172,match2one,17.496190476190481,104.0,149.0,0
8272503,bing,43.735,45.679999999999993,66.0,0
8167012,bing,34.725555555555552,70.0,100.0,0
8217314,bing,98.643333333333331,89.0,121.81,0
8258793,fb,1.595,77.3809402824,100.0,0
8250677,google,27.1375,73.7895,91.387,1
8192590,bing,48.166,77.3809402824,100.0,0
8219934,adroll,4.2448830555555555,104.0,149.0,0
8195197,tradingviewdotcom,28.093333333333334,77.3809402824,100.0,0
8254680,adroll,15.03267388888889,77.3809402824,100.0,0
8195715,bing,145.395,89.0,121.81,0
8242315,adroll,10.154415357142858,77.3809402824,100.0,0
8177966,match2one,11.305277777777778,77.3809402824,100.0,0
8262978,fb,1.3154,50.0,75.0,0
8252921,adroll,8.9300488235294129,104.0,149.0,0
8171168,bing,34.725555555555552,89.0,121.81,0
8265055,fb,1.595,77.3809402824,100.0,0
8265431,fb,1.3154,89.0,121.81,0
8195157,bing,42.437777777777775,89.0,121.81,0
8211557,adroll,10.785816,77.3809402824,100.0,0
8233025,bing,42.555,77.3809402824,100.0,0
8223284,verizonmedia,6.1138797184374996,104.0,149.0,0
8219845,verizonmedia,5.9297682034468089,104.0,149.0,0
8224133,verizonmedia,6.1138797184374996,77.3809402824,100.0,0
8166479,match2one,11.305277777777778,77.3809402824,100.0,0
8260061,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8262548,fb,1.3154,38.760000000000005,63.213449021935006,0
8269516,adroll,8.9300488235294129,44.0,62.6597204,0
8233824,bing,17.42,45.679999999999993,66.0,0
8184453,bing,34.725555555555552,70.0,100.0,0
8174708,tradingviewdotcom,44.738666666666667,45.679999999999993,66.0,0
8263113,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8224026,adroll,5.3058966071428566,104.0,149.0,0
8228549,google,27.1375,73.7895,91.387,0
8265820,fb,1.3154,70.0,100.0,0
8179317,verizonmedia,5.0051753964915262,100.0,123.0,0
8214628,adroll,4.2448830555555555,38.760000000000005,63.213449021935006,0
8276017,match2one,42.11,104.0,149.0,0
8199186,verizonmedia,5.9297682034468089,77.3809402824,100.0,0
8170907,bing,96.176666666666677,77.3809402824,100.0,0
8258490,fb,1.3154,70.0,100.0,0
8189188,verizonmedia,5.0051753964915262,104.0,149.0,0
8244278,google,26.792222222222222,57.276,57.276,0
8279138,bing,51.43,89.0,121.81,0
8216257,tradingviewdotcom,28.093333333333334,100.0,123.0,0
8273850,google,19.254285714285714,54.46335,65.5271,0
8209572,verizonmedia,5.9297682034468089,77.3809402824,100.0,0
8191493,tradingviewdotcom,44.738666666666667,100.0,123.0,0
8215879,verizonmedia,5.9297682034468089,104.0,149.0,0
8269418,adroll,8.9300488235294129,104.0,149.0,0
8175404,match2one,17.496190476190481,89.0,121.81,0
8180123,tradingviewdotcom,44.738666666666667,100.0,123.0,0
8270701,match2one,23.485,77.3809402824,100.0,0
8167773,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8264863,fb,6.65,100.14490276168,100.14490276168,0
8181325,match2one,52.802,89.0,121.81,0
8184392,match2one,11.305277777777778,77.3809402824,100.0,0
8236572,bing,42.555,45.0,67.84,0
8244471,verizonmedia,6.1138797184374996,104.0,149.0,0
8223294,verizonmedia,6.1138797184374996,104.0,149.0,0
8214882,verizonmedia,27.300418611111109,77.3809402824,100.0,0
8263253,fb,1.3154,45.0,67.84,0
8217208,tradingviewdotcom,28.093333333333334,100.0,123.0,0
8208736,bing,30.896666666666665,115.5363599275,180.0,0
8166689,match2one,17.496190476190481,104.0,149.0,0
8196778,verizonmedia,5.9297682034468089,77.3809402824,100.0,0
8200122,tradingviewdotcom,28.093333333333334,77.3809402824,100.0,0
8233405,fb,0.0,45.0,67.84,0
8178201,verizonmedia,5.0051753964915262,89.0,121.81,0
8244420,verizonmedia,6.1138797184374996,77.3809402824,100.0,0
8217433,verizonmedia,5.9297682034468089,77.3809402824,100.0,0
8228874,bing,43.839999999999996,70.0,100.0,0
8172679,match2one,94.67,77.3809402824,100.0,0
8208949,bing,30.896666666666665,40.0,68.0,0
8275897,match2one,23.485,77.3809402824,100.0,0
8243623,verizonmedia,6.1138797184374996,77.3809402824,100.0,0
8260987,fb,1.595,77.3809402824,100.0,0
8197439,tradingviewdotcom,28.093333333333334,100.0,123.0,0
8196278,match2one,23.84,89.0,121.81,0
8215187,adroll,10.785816,77.3809402824,100.0,0
8190961,match2one,37.365,77.3809402824,100.0,0
8170963,verizonmedia,23.459021942,77.3809402824,100.0,0
8252642,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8231311,verizonmedia,6.1138797184374996,77.3809402824,100.0,0
8215016,adroll,4.2448830555555555,89.0,121.81,0
8184018,bing,54.773333333333333,45.679999999999993,66.0,0
8192663,bing,48.166,77.3809402824,100.0,0
8207857,verizonmedia,67.55802226,45.679999999999993,66.0,0
8273979,bing,38.843333333333334,45.679999999999993,66.0,0
8196284,tradingviewdotcom,28.093333333333334,100.0,123.0,0
8274911,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8171426,match2one,17.496190476190481,38.760000000000005,63.213449021935006,0
8264388,adroll,15.03267388888889,77.3809402824,100.0,0
8278820,match2one,42.11,38.760000000000005,63.213449021935006,1
8171089,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8277391,bing,116.6,50.0,80.0,0
8266477,bing,36.918461538461536,70.0,99.33,0
8266646,adroll,8.9300488235294129,44.0,62.6597204,0
8274988,bing,36.918461538461536,66.0,91.888717134,0
8175189,fb,0.0,77.3809402824,100.0,0
8183870,match2one,17.496190476190481,89.0,121.81,0
8266330,fb,1.3154,50.0,75.0,0
8262318,fb,1.595,49.5,67.3116,0
8205145,match2one,0.02,77.3809402824,100.0,0
8260782,fb,1.3154,89.0,121.81,0
8203882,verizonmedia,5.9297682034468089,77.3809402824,100.0,1
8209624,verizonmedia,27.300418611111109,77.3809402824,100.0,0
8264936,match2one,131.2225,77.3809402824,100.0,0
8185256,verizonmedia,5.0051753964915262,133.483475283815,188.35998824181,0
8207152,adroll,10.785816,73.7895,91.387,0
8179946,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8236922,verizonmedia,6.1138797184374996,104.0,149.0,0
8166668,verizonmedia,23.459021942,77.3809402824,100.0,0
8167021,match2one,11.305277777777778,77.3809402824,100.0,0
8263162,fb,1.3154,40.0,68.0,0
8166723,verizonmedia,5.0051753964915262,89.0,121.81,1
8230422,bing,25.543333333333333,60.0,90.0,0
8240547,adroll,5.3058966071428566,104.0,149.0,0
8232233,adroll,5.3058966071428566,104.0,149.0,0
8179659,verizonmedia,5.0051753964915262,104.0,149.0,0
8265610,fb,6.65,45.679999999999993,66.0,0
8183707,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8203395,bing,15.764999999999999,70.0,99.33,0
8248233,bing,29.1225,77.3809402824,100.0,0
8211830,tradingviewdotcom,45.605000000000004,100.0,108.01,0
8275021,match2one,42.11,38.760000000000005,63.213449021935006,0
8201764,tradingviewdotcom,28.093333333333334,100.0,123.0,0
8264383,fb,1.595,77.3809402824,100.0,0
8167064,bing,34.725555555555552,100.0,129.83565881286,0
8178322,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8195400,verizonmedia,5.9297682034468089,77.3809402824,100.0,1
8187763,tradingviewdotcom,44.738666666666667,100.0,123.0,0
8239896,verizonmedia,6.1138797184374996,77.3809402824,100.0,0
8238521,adroll,10.154415357142858,77.3809402824,100.0,0
8225588,google,26.792222222222222,22.2398,22.2398,0
8173459,verizonmedia,5.0051753964915262,104.0,149.0,0
8192193,bing,24.48,40.20725,63.0,0
8194383,google,78.86,73.7895,91.387,0
8173796,tradingviewdotcom,44.738666666666667,100.0,123.0,0
8278203,bing,36.918461538461536,70.0,99.33,0
8205020,verizonmedia,5.9297682034468089,89.0,121.81,0
8272333,match2one,42.11,45.679999999999993,66.0,0
8216888,verizonmedia,67.55802226,45.679999999999993,66.0,1
8247826,adroll,5.3058966071428566,104.0,149.0,0
8220175,adroll,4.2448830555555555,45.0,67.84,1
8223207,verizonmedia,40.540468450000006,77.3809402824,100.0,0
8233792,verizonmedia,107.0619344,104.0,149.0,0
8182410,match2one,207.85000000000002,38.760000000000005,63.213449021935006,0
8227813,tradingviewdotcom,20.726153846153849,104.0,149.0,0
8227336,bing,19.674999999999997,70.0,99.33,1
8240538,verizonmedia,6.1138797184374996,77.3809402824,100.0,0
8236616,verizonmedia,40.540468450000006,77.3809402824,100.0,0
8179246,verizonmedia,23.459021942,77.3809402824,100.0,0
8183726,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8180772,verizonmedia,5.0051753964915262,104.0,149.0,0
8179653,match2one,11.305277777777778,77.3809402824,100.0,0
8242114,verizonmedia,6.1138797184374996,77.3809402824,100.0,0
8242354,adroll,10.154415357142858,77.3809402824,100.0,0
8176200,match2one,40.724285714285713,77.3809402824,100.0,0
8168014,verizonmedia,5.0051753964915262,104.0,149.0,0
8277165,bing,110.14333333333333,89.0,121.81,0
8268906,adroll,15.03267388888889,77.3809402824,100.0,0
8234431,adroll,10.154415357142858,77.3809402824,100.0,0
8223555,tradingviewdotcom,20.726153846153849,100.0,123.0,0
8204894,bing,139.205,77.3809402824,100.0,0
8170489,match2one,159.215,104.0,149.0,0
8230195,google,26.792222222222222,54.46335,65.5271,0
8243204,google,27.1375,77.3809402824,100.0,1
8175099,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8175510,bing,54.773333333333333,45.679999999999993,66.0,1
8212056,adroll,4.2448830555555555,104.0,149.0,0
8246670,bing,130.96,70.0,100.0,0
8263824,bing,36.918461538461536,98.140000000000015,100.0,0
8257720,verizonmedia,57.291986234999996,77.3809402824,100.0,1
8242527,verizonmedia,6.1138797184374996,77.3809402824,100.0,0
8275108,match2one,23.485,77.3809402824,100.0,0
8278662,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8181532,match2one,11.305277777777778,77.3809402824,100.0,0
8173713,verizonmedia,23.459021942,77.3809402824,100.0,0
8228470,adroll,5.3058966071428566,44.0,62.6597204,0
8260551,google,26.15285714285714,73.7895,91.387,0
8222944,tradingviewdotcom,28.093333333333334,100.0,123.0,0
8180892,match2one,11.305277777777778,77.3809402824,100.0,0
8194437,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8260660,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8268403,google,19.254285714285714,54.46335,65.5271,0
8236675,verizonmedia,6.1138797184374996,104.0,149.0,0
8264883,fb,1.595,77.3809402824,100.0,0
8263244,google,19.254285714285714,22.2398,22.2398,0
8212588,verizonmedia,5.9297682034468089,89.0,121.81,0
8180141,match2one,11.305277777777778,77.3809402824,100.0,0
8200143,tradingviewdotcom,28.093333333333334,100.0,123.0,0
8262900,fb,1.3154,89.0,121.81,0
8242657,verizonmedia,6.1138797184374996,104.0,149.0,0
8203110,verizonmedia,102.4998163,89.0,121.81,0
8261321,fb,1.3154,89.0,121.81,0
8190482,verizonmedia,5.0051753964915262,104.0,149.0,0
8170628,tradingviewdotcom,44.738666666666667,100.0,123.0,0
8267218,fb,1.3154,50.0,80.0,0
8257406,fb,37.416666666666664,30.0,30.0,0
8276050,bing,110.14333333333333,100.0,129.83565881286,0
8193586,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8176217,match2one,11.305277777777778,77.3809402824,100.0,0
8200828,bing,21.628,38.760000000000005,63.213449021935006,0
8276666,adroll,8.9300488235294129,100.0,107.61926914077,0
8203244,bing,18.044000000000004,85.0,100.0,1
8179542,match2one,11.305277777777778,77.3809402824,100.0,0
8223411,bing,19.674999999999997,85.0,100.0,0
8173074,tradingviewdotcom,44.738666666666667,100.0,123.0,0
8271046,google,26.15285714285714,73.7895,91.387,0
8241369,bing,36.055555555555557,70.0,100.0,0
8205495,verizonmedia,67.55802226,45.679999999999993,66.0,1
8266172,fb,1.595,77.3809402824,100.0,0
8212085,verizonmedia,5.9297682034468089,77.3809402824,100.0,0
8274430,adroll,8.9300488235294129,104.0,149.0,0
8198181,verizonmedia,5.9297682034468089,104.0,149.0,0
8166939,match2one,52.802,89.0,121.81,0
8195831,tradingviewdotcom,28.093333333333334,77.3809402824,100.0,0
8203965,tradingviewdotcom,28.093333333333334,100.0,123.0,0
8203960,tradingviewdotcom,28.093333333333334,77.3809402824,100.0,0
8275059,bing,36.918461538461536,70.0,99.33,0
8241082,bing,17.42,45.679999999999993,66.0,0
8260512,fb,1.595,77.3809402824,100.0,0
8200538,bing,42.437777777777775,50.0,80.0,0
8184033,match2one,11.305277777777778,77.3809402824,100.0,0
8264374,fb,1.3154,38.760000000000005,63.213449021935006,0
8224410,verizonmedia,6.1138797184374996,77.3809402824,100.0,0
8256000,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8213241,bing,10.51,45.679999999999993,66.0,0
8269165,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8253201,google,26.15285714285714,73.7895,91.387,0
8252438,bing,383.47,77.3809402824,100.0,0
8211267,google,59.325,22.2398,22.2398,0
8179691,verizonmedia,23.459021942,77.3809402824,100.0,0
8221697,bing,42.437777777777775,89.0,121.81,0
8259957,fb,1.3154,50.0,80.0,0
8175167,verizonmedia,5.0051753964915262,104.0,149.0,0
8260689,fb,1.3154,89.0,121.81,0
8170640,tradingviewdotcom,44.738666666666667,100.0,123.0,0
8220888,bing,21.628,77.3809402824,100.0,0
8258774,fb,1.3154,50.0,75.0,0
8212114,adroll,10.785816,77.3809402824,100.0,0
8201933,verizonmedia,5.9297682034468089,44.0,62.6597204,0
8266754,fb,1.3154,50.0,80.0,0
8170968,match2one,17.496190476190481,44.0,62.6597204,0
8205286,verizonmedia,5.9297682034468089,38.760000000000005,63.213449021935006,0
8235837,verizonmedia,40.540468450000006,77.3809402824,100.0,1
8219755,adroll,4.2448830555555555,104.0,149.0,0
8260302,fb,1.3154,45.0,67.84,0
8176235,bing,54.773333333333333,45.679999999999993,66.0,0
8216079,adroll,4.2448830555555555,104.0,149.0,0
8173691,match2one,17.496190476190481,89.0,121.81,1
8205549,tradingviewdotcom,28.093333333333334,104.0,149.0,0
8245930,bing,43.839999999999996,70.0,100.0,0
8268639,adroll,8.9300488235294129,104.0,149.0,0
8177063,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8194111,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8204221,tradingviewdotcom,45.605000000000004,100.0,108.01,0
8266892,fb,1.3154,40.0,68.0,0
8171261,match2one,17.496190476190481,104.0,149.0,0
8187425,verizonmedia,49.816584150000004,104.0,149.0,0
8232426,verizonmedia,40.540468450000006,77.3809402824,100.0,0
8265008,fb,1.3154,89.0,121.81,0
8241312,google,27.1375,73.7895,91.387,0
8190756,tradingviewdotcom,44.738666666666667,77.3809402824,100.0,0
8204750,tradingviewdotcom,28.093333333333334,100.0,123.0,0
8237045,adroll,5.3058966071428566,104.0,149.0,0
8276966,match2one,23.485,77.3809402824,100.0,0
8169323,verizonmedia,5.0051753964915262,89.0,121.81,0
8220047,bing,21.628,89.0,121.81,0
8179881,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8241314,verizonmedia,10.46132757375,77.3809402824,100.0,0
8168280,match2one,11.305277777777778,77.3809402824,100.0,0
8179717,match2one,11.305277777777778,77.3809402824,100.0,0
8172440,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8178082,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8168881,match2one,94.67,77.3809402824,100.0,0
8276484,match2one,180.11333333333334,45.0,67.84,0
8249771,google,26.792222222222222,57.276,57.276,0
8263190,fb,1.3154,45.0,67.84,0
8251558,bing,30.000000000000004,22.2398,22.2398,0
8208051,adroll,10.785816,77.3809402824,100.0,0
8230864,tradingviewdotcom,48.5,50.0,50.0,0
8274024,google,19.254285714285714,98.140000000000015,100.0,0
8279287,bing,36.918461538461536,67.92739674305,96.0,0
8271293,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8210289,bing,21.564999999999998,77.3809402824,100.0,0
8258099,verizonmedia,338.5943952,45.679999999999993,66.0,0
8206276,tradingviewdotcom,28.093333333333334,45.679999999999993,66.0,0
8216325,verizonmedia,27.300418611111109,77.3809402824,100.0,0
8257693,bing,110.14333333333333,70.0,100.0,0
8182974,verizonmedia,5.0051753964915262,63.8474,65.5665,0
8263060,fb,1.595,77.3809402824,100.0,0
8178890,bing,18.18,66.0,91.888717134,0
8211682,bing,18.044000000000004,70.0,99.33,0
8276383,match2one,23.485,77.3809402824,100.0,0
8228736,verizonmedia,6.1138797184374996,104.0,149.0,0
8170955,verizonmedia,5.0051753964915262,89.0,121.81,0
8277115,bing,36.918461538461536,66.0,91.888717134,0
8174430,tradingviewdotcom,44.738666666666667,100.0,123.0,0
8228753,tradingviewdotcom,20.726153846153849,104.0,149.0,0
8267309,fb,1.3154,50.0,75.0,0
8263851,fb,1.595,77.3809402824,100.0,0
8252910,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8272590,match2one,23.485,77.3809402824,100.0,0
8197737,verizonmedia,5.9297682034468089,104.0,149.0,0
8232381,adroll,10.154415357142858,77.3809402824,100.0,0
8258653,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8196519,verizonmedia,5.9297682034468089,89.0,121.81,0
8235728,verizonmedia,6.1138797184374996,89.0,121.81,0
8266861,fb,1.595,77.3809402824,100.0,0
8181184,match2one,11.305277777777778,77.3809402824,100.0,0
8218859,verizonmedia,27.300418611111109,52.5,82.1598,0
8166064,tradingviewdotcom,44.738666666666667,104.0,149.0,0
8184060,tradingviewdotcom,44.738666666666667,100.0,123.0,0
8259906,bing,69.42,70.0,100.0,0
8266324,match2one,42.11,89.0,121.81,0
8171497,tradingviewdotcom,44.738666666666667,77.3809402824,100.0,0
8272477,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8230281,tradingviewdotcom,20.726153846153849,100.0,123.0,0
8274152,match2one,180.11333333333334,45.0,67.84,0
8239873,google,26.792222222222222,57.276,57.276,0
8204850,verizonmedia,9.263716500000001,50.0,80.0,0
8265866,google,26.15285714285714,73.7895,91.387,0
8252892,adroll,8.9300488235294129,38.760000000000005,63.213449021935006,0
8232065,tradingviewdotcom,20.726153846153849,100.0,123.0,0
8273457,bing,43.735,45.679999999999993,66.0,0
8255359,google,26.15285714285714,77.3809402824,100.0,0
8228285,tradingviewdotcom,20.726153846153849,100.0,123.0,0
8180742,match2one,11.305277777777778,77.3809402824,100.0,0
8262239,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8234606,tradingviewdotcom,20.726153846153849,100.0,123.0,0
8248057,adroll,5.3058966071428566,104.0,149.0,0
8209003,adroll,4.2448830555555555,104.0,149.0,0
8186657,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8263311,fb,1.3154,89.0,121.81,0
8271061,verizonmedia,7.1699963879999995,77.3809402824,100.0,0
8270404,match2one,68.26,104.0,149.0,0
8214814,bing,30.896666666666665,38.760000000000005,63.213449021935006,0
8273970,match2one,23.485,77.3809402824,100.0,0
8193608,verizonmedia,5.0051753964915262,77.3809402824,100.0,0
8261934,adroll,15.03267388888889,77.3809402824,100.0,0
8215611,verizonmedia,25.785706575000003,104.0,149.0,0
8188676,verizonmedia,35.99644476666667,89.0,121.81,0
8261002,verizonmedia,30.023785156666666,77.3809402824,100.0,1
8195436,tradingviewdotcom,28.093333333333334,45.679999999999993,66.0,0
8179644,match2one,11.305277777777778,77.3809402824,100.0,0
8274233,google,26.15285714285714,73.7895,91.387,0
8236856,verizonmedia,6.1138797184374996,104.0,149.0,0
